STATEFP,COUNTYFP,COUNTY,STATE
05,065,Izard County,Arkansas
16,059,Lemhi County,Idaho
48,073,Cherokee County,Texas
22,015,Bossier Parish,Louisiana
22,017,Caddo Parish,Louisiana
06,013,Contra Costa County,California
35,057,Torrance County,New Mexico
35,039,Rio Arriba County,New Mexico
53,049,Pacific County,Washington
38,055,McLean County,North Dakota
16,083,Twin Falls County,Idaho
21,175,Morgan County,Kentucky
33,011,Hillsborough County,New Hampshire
48,245,Jefferson County,Texas
53,005,Benton County,Washington
53,039,Klickitat County,Washington
45,047,Greenwood County,South Carolina
56,001,Albany County,Wyoming
08,069,Larimer County,Colorado
20,113,McPherson County,Kansas
51,001,Accomack County,Virginia
37,131,Northampton County,North Carolina
17,113,McLean County,Illinois
12,047,Hamilton County,Florida
37,047,Columbus County,North Carolina
13,229,Pierce County,Georgia
13,299,Ware County,Georgia
02,220,Sitka City and Borough,Alaska
15,009,Maui County,Hawaii
41,051,Multnomah County,Oregon
37,061,Duplin County,North Carolina
12,029,Dixie County,Florida
39,171,Williams County,Ohio
13,057,Cherokee County,Georgia
18,081,Johnson County,Indiana
21,207,Russell County,Kentucky
21,099,Hart County,Kentucky
13,183,Long County,Georgia
28,065,Jefferson Davis County,Mississippi
31,109,Lancaster County,Nebraska
27,071,Koochiching County,Minnesota
39,143,Sandusky County,Ohio
42,027,Centre County,Pennsylvania
42,037,Columbia County,Pennsylvania
54,047,McDowell County,West Virginia
30,049,Lewis and Clark County,Montana
17,119,Madison County,Illinois
16,035,Clearwater County,Idaho
17,131,Mercer County,Illinois
16,087,Washington County,Idaho
54,077,Preston County,West Virginia
17,155,Putnam County,Illinois
47,095,Lake County,Tennessee
24,029,Kent County,Maryland
24,031,Montgomery County,Maryland
48,043,Brewster County,Texas
48,047,Brooks County,Texas
56,019,Johnson County,Wyoming
16,007,Bear Lake County,Idaho
01,045,Dale County,Alabama
12,087,Monroe County,Florida
13,033,Burke County,Georgia
01,081,Lee County,Alabama
39,117,Morrow County,Ohio
06,041,Marin County,California
16,041,Franklin County,Idaho
51,051,Dickenson County,Virginia
17,149,Pike County,Illinois
13,045,Carroll County,Georgia
16,057,Latah County,Idaho
22,069,Natchitoches Parish,Louisiana
38,089,Stark County,North Dakota
38,101,Ward County,North Dakota
02,180,Nome Census Area,Alaska
27,007,Beltrami County,Minnesota
27,037,Dakota County,Minnesota
22,005,Ascension Parish,Louisiana
41,027,Hood River County,Oregon
06,069,San Benito County,California
19,105,Jones County,Iowa
28,101,Newton County,Mississippi
13,019,Berrien County,Georgia
28,053,Humphreys County,Mississippi
13,137,Habersham County,Georgia
48,487,Wilbarger County,Texas
47,163,Sullivan County,Tennessee
05,041,Desha County,Arkansas
16,019,Bonneville County,Idaho
18,051,Gibson County,Indiana
21,213,Simpson County,Kentucky
26,131,Ontonagon County,Michigan
45,075,Orangeburg County,South Carolina
45,065,McCormick County,South Carolina
51,059,Fairfax County,Virginia
45,077,Pickens County,South Carolina
37,157,Rockingham County,North Carolina
51,089,Henry County,Virginia
56,037,Sweetwater County,Wyoming
49,033,Rich County,Utah
44,005,Newport County,Rhode Island
30,097,Sweet Grass County,Montana
30,093,Silver Bow County,Montana
16,081,Teton County,Idaho
48,371,Pecos County,Texas
48,377,Presidio County,Texas
13,061,Clay County,Georgia
48,385,Real County,Texas
51,085,Hanover County,Virginia
48,409,San Patricio County,Texas
28,121,Rankin County,Mississippi
05,073,Lafayette County,Arkansas
41,035,Klamath County,Oregon
02,185,North Slope Borough,Alaska
19,177,Van Buren County,Iowa
37,049,Craven County,North Carolina
01,041,Crenshaw County,Alabama
37,039,Cherokee County,North Carolina
13,277,Tift County,Georgia
21,001,Adair County,Kentucky
22,053,Jefferson Davis Parish,Louisiana
30,053,Lincoln County,Montana
35,055,Taos County,New Mexico
36,103,Suffolk County,New York
39,167,Washington County,Ohio
46,063,Harding County,South Dakota
06,101,Sutter County,California
13,029,Bryan County,Georgia
18,085,Kosciusko County,Indiana
18,175,Washington County,Indiana
22,009,Avoyelles Parish,Louisiana
30,039,Granite County,Montana
41,043,Linn County,Oregon
51,099,King George County,Virginia
50,021,Rutland County,Vermont
30,001,Beaverhead County,Montana
53,059,Skamania County,Washington
27,049,Goodhue County,Minnesota
41,017,Deschutes County,Oregon
29,131,Miller County,Missouri
41,025,Harney County,Oregon
29,055,Crawford County,Missouri
01,057,Fayette County,Alabama
06,043,Mariposa County,California
48,429,Stephens County,Texas
39,081,Jefferson County,Ohio
36,021,Columbia County,New York
28,083,Leflore County,Mississippi
28,147,Walthall County,Mississippi
39,001,Adams County,Ohio
34,009,Cape May County,New Jersey
30,065,Musselshell County,Montana
13,297,Walton County,Georgia
37,011,Avery County,North Carolina
30,081,Ravalli County,Montana
48,363,Palo Pinto County,Texas
28,029,Copiah County,Mississippi
30,107,Wheatland County,Montana
21,129,Lee County,Kentucky
39,041,Delaware County,Ohio
45,009,Bamberg County,South Carolina
48,151,Fisher County,Texas
48,405,San Augustine County,Texas
42,113,Sullivan County,Pennsylvania
72,069,Humacao Municipio,Puerto Rico
55,013,Burnett County,Wisconsin
55,099,Price County,Wisconsin
05,001,Arkansas County,Arkansas
24,043,Washington County,Maryland
36,011,Cayuga County,New York
19,085,Harrison County,Iowa
17,079,Jasper County,Illinois
26,017,Bay County,Michigan
38,009,Bottineau County,North Dakota
72,053,Fajardo Municipio,Puerto Rico
17,007,Boone County,Illinois
72,095,Maunabo Municipio,Puerto Rico
38,033,Golden Valley County,North Dakota
55,035,Eau Claire County,Wisconsin
18,179,Wells County,Indiana
20,085,Jackson County,Kansas
32,007,Elko County,Nevada
55,051,Iron County,Wisconsin
22,121,West Baton Rouge Parish,Louisiana
05,017,Chicot County,Arkansas
42,053,Forest County,Pennsylvania
25,017,Middlesex County,Massachusetts
50,027,Windsor County,Vermont
42,055,Franklin County,Pennsylvania
51,159,Richmond County,Virginia
48,157,Fort Bend County,Texas
23,015,Lincoln County,Maine
12,083,Marion County,Florida
31,013,Box Butte County,Nebraska
28,049,Hinds County,Mississippi
17,077,Jackson County,Illinois
13,247,Rockdale County,Georgia
13,149,Heard County,Georgia
40,115,Ottawa County,Oklahoma
41,059,Umatilla County,Oregon
13,063,Clayton County,Georgia
55,041,Forest County,Wisconsin
02,110,Juneau City and Borough,Alaska
02,050,Bethel Census Area,Alaska
51,023,Botetourt County,Virginia
55,139,Winnebago County,Wisconsin
01,075,Lamar County,Alabama
12,065,Jefferson County,Florida
16,071,Oneida County,Idaho
22,095,St. John the Baptist Parish,Louisiana
26,153,Schoolcraft County,Michigan
31,023,Butler County,Nebraska
27,171,Wright County,Minnesota
45,067,Marion County,South Carolina
47,169,Trousdale County,Tennessee
51,117,Mecklenburg County,Virginia
72,081,Lares Municipio,Puerto Rico
51,810,Virginia Beach city,Virginia
01,063,Greene County,Alabama
19,171,Tama County,Iowa
01,089,Madison County,Alabama
18,107,Montgomery County,Indiana
39,091,Logan County,Ohio
29,019,Boone County,Missouri
28,089,Madison County,Mississippi
45,045,Greenville County,South Carolina
37,149,Polk County,North Carolina
06,057,Nevada County,California
21,151,Madison County,Kentucky
31,045,Dawes County,Nebraska
51,141,Patrick County,Virginia
31,091,Hooker County,Nebraska
17,093,Kendall County,Illinois
51,143,Pittsylvania County,Virginia
29,105,Laclede County,Missouri
29,117,Livingston County,Missouri
29,119,McDonald County,Missouri
29,121,Macon County,Missouri
38,105,Williams County,North Dakota
47,107,McMinn County,Tennessee
42,091,Montgomery County,Pennsylvania
38,029,Emmons County,North Dakota
42,093,Montour County,Pennsylvania
55,053,Jackson County,Wisconsin
55,081,Monroe County,Wisconsin
55,083,Oconto County,Wisconsin
02,068,Denali Borough,Alaska
02,122,Kenai Peninsula Borough,Alaska
53,047,Okanogan County,Washington
16,045,Gem County,Idaho
18,077,Jefferson County,Indiana
09,013,Tolland County,Connecticut
13,091,Dodge County,Georgia
21,013,Bell County,Kentucky
42,017,Bucks County,Pennsylvania
04,012,La Paz County,Arizona
08,123,Weld County,Colorado
12,086,Miami-Dade County,Florida
06,031,Kings County,California
06,045,Mendocino County,California
16,049,Idaho County,Idaho
06,089,Shasta County,California
30,011,Carter County,Montana
30,103,Treasure County,Montana
20,195,Trego County,Kansas
55,003,Ashland County,Wisconsin
22,007,Assumption Parish,Louisiana
42,089,Monroe County,Pennsylvania
05,071,Johnson County,Arkansas
39,007,Ashtabula County,Ohio
24,033,Prince George's County,Maryland
34,007,Camden County,New Jersey
12,009,Brevard County,Florida
23,029,Washington County,Maine
06,003,Alpine County,California
39,021,Champaign County,Ohio
05,019,Clark County,Arkansas
42,099,Perry County,Pennsylvania
38,031,Foster County,North Dakota
05,021,Clay County,Arkansas
31,139,Pierce County,Nebraska
31,141,Platte County,Nebraska
29,137,Monroe County,Missouri
02,164,Lake and Peninsula Borough,Alaska
27,095,Mille Lacs County,Minnesota
27,115,Pine County,Minnesota
45,029,Colleton County,South Carolina
27,137,St. Louis County,Minnesota
41,023,Grant County,Oregon
27,139,Scott County,Minnesota
21,077,Gallatin County,Kentucky
24,017,Charles County,Maryland
31,083,Harlan County,Nebraska
32,033,White Pine County,Nevada
36,119,Westchester County,New York
36,043,Herkimer County,New York
38,059,Morton County,North Dakota
51,550,Chesapeake city,Virginia
47,155,Sevier County,Tennessee
05,075,Lawrence County,Arkansas
36,041,Hamilton County,New York
48,449,Titus County,Texas
40,071,Kay County,Oklahoma
36,091,Saratoga County,New York
31,071,Garfield County,Nebraska
36,025,Delaware County,New York
48,223,Hopkins County,Texas
22,099,St. Martin Parish,Louisiana
48,231,Hunt County,Texas
36,033,Franklin County,New York
36,105,Sullivan County,New York
51,113,Madison County,Virginia
48,041,Brazos County,Texas
40,013,Bryan County,Oklahoma
26,041,Delta County,Michigan
33,007,Coos County,New Hampshire
42,105,Potter County,Pennsylvania
27,151,Swift County,Minnesota
01,123,Tallapoosa County,Alabama
26,073,Isabella County,Michigan
48,155,Foard County,Texas
26,089,Leelanau County,Michigan
02,195,Petersburg Borough,Alaska
02,275,Wrangell City and Borough,Alaska
44,009,Washington County,Rhode Island
29,047,Clay County,Missouri
46,102,Oglala Lakota County,South Dakota
46,137,Ziebach County,South Dakota
29,165,Platte County,Missouri
47,081,Hickman County,Tennessee
49,003,Box Elder County,Utah
48,187,Guadalupe County,Texas
15,003,Honolulu County,Hawaii
49,045,Tooele County,Utah
19,129,Mills County,Iowa
48,391,Refugio County,Texas
06,039,Madera County,California
34,013,Essex County,New Jersey
17,197,Will County,Illinois
20,097,Kiowa County,Kansas
21,165,Menifee County,Kentucky
23,019,Penobscot County,Maine
32,027,Pershing County,Nevada
27,043,Faribault County,Minnesota
39,169,Wayne County,Ohio
47,041,DeKalb County,Tennessee
48,037,Bowie County,Texas
51,007,Amelia County,Virginia
72,089,Luquillo Municipio,Puerto Rico
51,157,Rappahannock County,Virginia
36,035,Fulton County,New York
40,029,Coal County,Oklahoma
40,095,Marshall County,Oklahoma
48,225,Houston County,Texas
40,123,Pontotoc County,Oklahoma
51,079,Greene County,Virginia
39,013,Belmont County,Ohio
01,125,Tuscaloosa County,Alabama
37,075,Graham County,North Carolina
01,025,Clarke County,Alabama
01,105,Perry County,Alabama
01,131,Wilcox County,Alabama
54,045,Logan County,West Virginia
37,111,McDowell County,North Carolina
51,177,Spotsylvania County,Virginia
38,003,Barnes County,North Dakota
33,017,Strafford County,New Hampshire
48,167,Galveston County,Texas
05,045,Faulkner County,Arkansas
26,109,Menominee County,Michigan
42,117,Tioga County,Pennsylvania
36,081,Queens County,New York
51,183,Sussex County,Virginia
48,179,Gray County,Texas
38,103,Wells County,North Dakota
34,033,Salem County,New Jersey
05,059,Hot Spring County,Arkansas
08,125,Yuma County,Colorado
48,393,Roberts County,Texas
19,167,Sioux County,Iowa
48,083,Coleman County,Texas
19,153,Polk County,Iowa
39,147,Seneca County,Ohio
13,099,Early County,Georgia
48,427,Starr County,Texas
48,443,Terrell County,Texas
13,119,Franklin County,Georgia
12,021,Collier County,Florida
06,105,Trinity County,California
17,069,Hardin County,Illinois
21,185,Oldham County,Kentucky
31,177,Washington County,Nebraska
35,061,Valencia County,New Mexico
12,003,Baker County,Florida
12,105,Polk County,Florida
20,191,Sumner County,Kansas
23,027,Waldo County,Maine
22,023,Cameron Parish,Louisiana
22,011,Beauregard Parish,Louisiana
36,003,Allegany County,New York
37,051,Cumberland County,North Carolina
41,007,Clatsop County,Oregon
56,003,Big Horn County,Wyoming
01,099,Monroe County,Alabama
24,001,Allegany County,Maryland
01,119,Sumter County,Alabama
22,125,West Feliciana Parish,Louisiana
51,045,Craig County,Virginia
54,065,Morgan County,West Virginia
51,171,Shenandoah County,Virginia
05,043,Drew County,Arkansas
28,119,Quitman County,Mississippi
29,045,Clark County,Missouri
29,063,DeKalb County,Missouri
29,211,Sullivan County,Missouri
30,019,Daniels County,Montana
30,055,McCone County,Montana
21,177,Muhlenberg County,Kentucky
47,045,Dyer County,Tennessee
37,093,Hoke County,North Carolina
21,183,Ohio County,Kentucky
05,125,Saline County,Arkansas
27,047,Freeborn County,Minnesota
21,195,Pike County,Kentucky
26,139,Ottawa County,Michigan
21,219,Todd County,Kentucky
37,165,Scotland County,North Carolina
17,043,DuPage County,Illinois
48,365,Panola County,Texas
21,233,Webster County,Kentucky
39,163,Vinton County,Ohio
48,457,Tyler County,Texas
39,151,Stark County,Ohio
13,181,Lincoln County,Georgia
39,033,Crawford County,Ohio
12,057,Hillsborough County,Florida
39,063,Hancock County,Ohio
39,077,Huron County,Ohio
39,017,Butler County,Ohio
48,501,Yoakum County,Texas
13,243,Randolph County,Georgia
16,005,Bannock County,Idaho
39,035,Cuyahoga County,Ohio
19,155,Pottawattamie County,Iowa
39,055,Geauga County,Ohio
01,121,Talladega County,Alabama
04,013,Maricopa County,Arizona
05,149,Yell County,Arkansas
12,093,Okeechobee County,Florida
21,069,Fleming County,Kentucky
22,001,Acadia Parish,Louisiana
28,149,Warren County,Mississippi
13,307,Webster County,Georgia
32,001,Churchill County,Nevada
40,005,Atoka County,Oklahoma
46,003,Aurora County,South Dakota
48,475,Ward County,Texas
48,333,Mills County,Texas
39,137,Putnam County,Ohio
30,105,Valley County,Montana
37,133,Onslow County,North Carolina
54,103,Wetzel County,West Virginia
12,079,Madison County,Florida
29,037,Cass County,Missouri
55,043,Grant County,Wisconsin
22,029,Concordia Parish,Louisiana
22,035,East Carroll Parish,Louisiana
48,215,Hidalgo County,Texas
05,129,Searcy County,Arkansas
19,043,Clayton County,Iowa
29,013,Bates County,Missouri
23,017,Oxford County,Maine
48,131,Duval County,Texas
23,005,Cumberland County,Maine
27,015,Brown County,Minnesota
21,031,Butler County,Kentucky
46,013,Brown County,South Dakota
48,153,Floyd County,Texas
25,019,Nantucket County,Massachusetts
47,131,Obion County,Tennessee
47,005,Benton County,Tennessee
47,009,Blount County,Tennessee
47,079,Henry County,Tennessee
45,007,Anderson County,South Carolina
48,249,Jim Wells County,Texas
20,043,Doniphan County,Kansas
13,255,Spalding County,Georgia
13,267,Tattnall County,Georgia
13,279,Toombs County,Georgia
40,085,Love County,Oklahoma
25,015,Hampshire County,Massachusetts
23,011,Kennebec County,Maine
19,075,Grundy County,Iowa
23,021,Piscataquis County,Maine
05,121,Randolph County,Arkansas
48,413,Schleicher County,Texas
51,193,Westmoreland County,Virginia
51,017,Bath County,Virginia
04,023,Santa Cruz County,Arizona
53,073,Whatcom County,Washington
21,111,Jefferson County,Kentucky
05,147,Woodruff County,Arkansas
26,087,Lapeer County,Michigan
19,141,O'Brien County,Iowa
38,047,Logan County,North Dakota
29,009,Barry County,Missouri
21,211,Shelby County,Kentucky
30,063,Missoula County,Montana
41,019,Douglas County,Oregon
22,047,Iberville Parish,Louisiana
37,041,Chowan County,North Carolina
06,015,Del Norte County,California
13,269,Taylor County,Georgia
36,075,Oswego County,New York
36,079,Putnam County,New York
29,067,Douglas County,Missouri
51,700,Newport News city,Virginia
51,710,Norfolk city,Virginia
35,025,Lea County,New Mexico
30,029,Flathead County,Montana
40,011,Blaine County,Oklahoma
47,019,Carter County,Tennessee
48,007,Aransas County,Texas
25,023,Plymouth County,Massachusetts
45,053,Jasper County,South Carolina
45,019,Charleston County,South Carolina
48,017,Bailey County,Texas
47,039,Decatur County,Tennessee
46,009,Bon Homme County,South Dakota
46,019,Butte County,South Dakota
46,027,Clay County,South Dakota
47,063,Hamblen County,Tennessee
45,025,Chesterfield County,South Carolina
37,055,Dare County,North Carolina
34,039,Union County,New Jersey
38,083,Sheridan County,North Dakota
36,111,Ulster County,New York
29,029,Camden County,Missouri
38,043,Kidder County,North Dakota
38,091,Steele County,North Dakota
38,097,Traill County,North Dakota
05,069,Jefferson County,Arkansas
31,053,Dodge County,Nebraska
05,079,Lincoln County,Arkansas
29,161,Phelps County,Missouri
05,083,Logan County,Arkansas
34,001,Atlantic County,New Jersey
51,163,Rockbridge County,Virginia
06,091,Sierra County,California
08,103,Rio Blanco County,Colorado
20,129,Morton County,Kansas
23,023,Sagadahoc County,Maine
24,021,Frederick County,Maryland
26,053,Gogebic County,Michigan
31,025,Cass County,Nebraska
32,023,Nye County,Nevada
41,001,Baker County,Oregon
42,029,Chester County,Pennsylvania
54,011,Cabell County,West Virginia
34,027,Morris County,New Jersey
22,087,St. Bernard Parish,Louisiana
40,033,Cotton County,Oklahoma
08,025,Crowley County,Colorado
48,329,Midland County,Texas
40,067,Jefferson County,Oklahoma
48,353,Nolan County,Texas
29,179,Reynolds County,Missouri
29,203,Shannon County,Missouri
48,411,San Saba County,Texas
22,075,Plaquemines Parish,Louisiana
30,047,Lake County,Montana
48,415,Scurry County,Texas
46,077,Kingsbury County,South Dakota
47,089,Jefferson County,Tennessee
41,057,Tillamook County,Oregon
53,001,Adams County,Washington
47,093,Knox County,Tennessee
50,001,Addison County,Vermont
17,173,Shelby County,Illinois
19,019,Buchanan County,Iowa
21,089,Greenup County,Kentucky
47,111,Macon County,Tennessee
21,091,Hancock County,Kentucky
26,023,Branch County,Michigan
47,119,Maury County,Tennessee
22,019,Calcasieu Parish,Louisiana
37,115,Madison County,North Carolina
51,670,Hopewell city,Virginia
48,201,Harris County,Texas
05,109,Pike County,Arkansas
37,141,Pender County,North Carolina
19,013,Black Hawk County,Iowa
12,015,Charlotte County,Florida
01,051,Elmore County,Alabama
48,229,Hudspeth County,Texas
13,077,Coweta County,Georgia
17,011,Bureau County,Illinois
18,039,Elkhart County,Indiana
10,005,Sussex County,Delaware
02,020,Anchorage Municipality,Alaska
06,055,Napa County,California
08,055,Huerfano County,Colorado
17,143,Peoria County,Illinois
12,023,Columbia County,Florida
47,055,Giles County,Tennessee
54,101,Webster County,West Virginia
72,025,Caguas Municipio,Puerto Rico
72,019,Barranquitas Municipio,Puerto Rico
54,019,Fayette County,West Virginia
54,039,Kanawha County,West Virginia
72,039,Ciales Municipio,Puerto Rico
72,043,Coamo Municipio,Puerto Rico
28,031,Covington County,Mississippi
31,063,Frontier County,Nebraska
29,187,St. Francois County,Missouri
48,485,Wichita County,Texas
08,073,Lincoln County,Colorado
26,097,Mackinac County,Michigan
08,119,Teller County,Colorado
30,089,Sanders County,Montana
22,089,St. Charles Parish,Louisiana
29,213,Taney County,Missouri
48,315,Marion County,Texas
36,031,Essex County,New York
05,015,Carroll County,Arkansas
40,017,Canadian County,Oklahoma
48,323,Maverick County,Texas
17,201,Winnebago County,Illinois
24,041,Talbot County,Maryland
17,193,White County,Illinois
23,001,Androscoggin County,Maine
20,037,Crawford County,Kansas
48,087,Collingsworth County,Texas
48,095,Concho County,Texas
48,105,Crockett County,Texas
35,015,Eddy County,New Mexico
19,059,Dickinson County,Iowa
17,023,Clark County,Illinois
47,149,Rutherford County,Tennessee
37,069,Franklin County,North Carolina
26,045,Eaton County,Michigan
20,111,Lyon County,Kansas
05,127,Scott County,Arkansas
08,045,Garfield County,Colorado
13,157,Jackson County,Georgia
40,037,Creek County,Oklahoma
29,229,Wright County,Missouri
12,061,Indian River County,Florida
18,121,Parke County,Indiana
01,067,Henry County,Alabama
09,015,Windham County,Connecticut
08,051,Gunnison County,Colorado
08,053,Hinsdale County,Colorado
48,273,Kleberg County,Texas
05,139,Union County,Arkansas
20,091,Johnson County,Kansas
53,015,Cowlitz County,Washington
05,093,Mississippi County,Arkansas
12,013,Calhoun County,Florida
12,063,Jackson County,Florida
12,103,Pinellas County,Florida
41,009,Columbia County,Oregon
12,127,Volusia County,Florida
13,201,Miller County,Georgia
13,235,Pulaski County,Georgia
40,119,Payne County,Oklahoma
28,001,Adams County,Mississippi
28,021,Claiborne County,Mississippi
28,061,Jasper County,Mississippi
49,051,Wasatch County,Utah
51,127,New Kent County,Virginia
53,031,Jefferson County,Washington
53,045,Mason County,Washington
53,051,Pend Oreille County,Washington
53,057,Skagit County,Washington
53,065,Stevens County,Washington
53,067,Thurston County,Washington
56,041,Uinta County,Wyoming
53,017,Douglas County,Washington
28,067,Jones County,Mississippi
42,007,Beaver County,Pennsylvania
46,109,Roberts County,South Dakota
39,049,Franklin County,Ohio
48,141,El Paso County,Texas
48,029,Bexar County,Texas
49,023,Juab County,Utah
19,121,Madison County,Iowa
22,055,Lafayette Parish,Louisiana
37,005,Alleghany County,North Carolina
35,029,Luna County,New Mexico
37,021,Buncombe County,North Carolina
41,039,Lane County,Oregon
13,227,Pickens County,Georgia
48,455,Trinity County,Texas
20,167,Russell County,Kansas
05,031,Craighead County,Arkansas
21,047,Christian County,Kentucky
48,261,Kenedy County,Texas
30,079,Prairie County,Montana
45,039,Fairfield County,South Carolina
56,043,Washakie County,Wyoming
38,049,McHenry County,North Dakota
49,039,Sanpete County,Utah
49,017,Garfield County,Utah
45,057,Lancaster County,South Carolina
54,059,Mingo County,West Virginia
30,111,Yellowstone County,Montana
17,013,Calhoun County,Illinois
35,041,Roosevelt County,New Mexico
48,321,Matagorda County,Texas
42,009,Bedford County,Pennsylvania
30,073,Pondera County,Montana
28,123,Scott County,Mississippi
01,113,Russell County,Alabama
13,207,Monroe County,Georgia
26,163,Wayne County,Michigan
22,037,East Feliciana Parish,Louisiana
31,129,Nuckolls County,Nebraska
34,023,Middlesex County,New Jersey
37,155,Robeson County,North Carolina
39,099,Mahoning County,Ohio
45,073,Oconee County,South Carolina
48,351,Newton County,Texas
02,105,Hoonah-Angoon Census Area,Alaska
13,225,Peach County,Georgia
13,007,Baker County,Georgia
02,198,Prince of Wales-Hyder Census Area,Alaska
55,061,Kewaunee County,Wisconsin
18,113,Noble County,Indiana
30,003,Big Horn County,Montana
45,071,Newberry County,South Carolina
53,023,Garfield County,Washington
51,105,Lee County,Virginia
30,099,Teton County,Montana
12,001,Alachua County,Florida
21,171,Monroe County,Kentucky
22,109,Terrebonne Parish,Louisiana
26,111,Midland County,Michigan
26,019,Benzie County,Michigan
22,113,Vermilion Parish,Louisiana
08,049,Grand County,Colorado
38,081,Sargent County,North Dakota
13,205,Mitchell County,Georgia
38,079,Rolette County,North Dakota
36,115,Washington County,New York
48,489,Willacy County,Texas
20,199,Wallace County,Kansas
47,151,Scott County,Tennessee
19,159,Ringgold County,Iowa
27,135,Roseau County,Minnesota
08,037,Eagle County,Colorado
48,359,Oldham County,Texas
47,007,Bledsoe County,Tennessee
18,157,Tippecanoe County,Indiana
21,067,Fayette County,Kentucky
30,069,Petroleum County,Montana
23,009,Hancock County,Maine
27,149,Stevens County,Minnesota
31,017,Brown County,Nebraska
40,019,Carter County,Oklahoma
45,079,Richland County,South Carolina
48,247,Jim Hogg County,Texas
51,640,Galax city,Virginia
49,015,Emery County,Utah
54,035,Jackson County,West Virginia
55,029,Door County,Wisconsin
29,125,Maries County,Missouri
51,153,Prince William County,Virginia
51,167,Russell County,Virginia
42,107,Schuylkill County,Pennsylvania
33,019,Sullivan County,New Hampshire
46,091,Marshall County,South Dakota
17,065,Hamilton County,Illinois
21,019,Boyd County,Kentucky
47,059,Greene County,Tennessee
47,085,Humphreys County,Tennessee
17,185,Wabash County,Illinois
48,101,Cottle County,Texas
37,163,Sampson County,North Carolina
21,149,McLean County,Kentucky
24,019,Dorchester County,Maryland
02,066,Copper River Census Area,Alaska
45,085,Sumter County,South Carolina
30,017,Custer County,Montana
25,027,Worcester County,Massachusetts
72,057,Guayama Municipio,Puerto Rico
55,049,Iowa County,Wisconsin
31,157,Scotts Bluff County,Nebraska
38,073,Ransom County,North Dakota
06,093,Siskiyou County,California
21,237,Wolfe County,Kentucky
01,077,Lauderdale County,Alabama
17,125,Mason County,Illinois
36,069,Ontario County,New York
19,061,Dubuque County,Iowa
20,151,Pratt County,Kansas
21,221,Trigg County,Kentucky
48,093,Comanche County,Texas
53,007,Chelan County,Washington
47,031,Coffee County,Tennessee
01,019,Cherokee County,Alabama
06,059,Orange County,California
12,123,Taylor County,Florida
18,029,Dearborn County,Indiana
37,193,Wilkes County,North Carolina
19,065,Fayette County,Iowa
12,085,Martin County,Florida
06,035,Lassen County,California
40,141,Tillman County,Oklahoma
08,109,Saguache County,Colorado
40,027,Cleveland County,Oklahoma
53,027,Grays Harbor County,Washington
50,019,Orleans County,Vermont
32,013,Humboldt County,Nevada
47,141,Putnam County,Tennessee
28,027,Coahoma County,Mississippi
40,131,Rogers County,Oklahoma
25,025,Suffolk County,Massachusetts
48,015,Austin County,Texas
20,107,Linn County,Kansas
19,067,Floyd County,Iowa
21,133,Letcher County,Kentucky
49,057,Weber County,Utah
12,099,Palm Beach County,Florida
39,135,Preble County,Ohio
29,147,Nodaway County,Missouri
39,057,Greene County,Ohio
48,057,Calhoun County,Texas
06,063,Plumas County,California
48,505,Zapata County,Texas
13,317,Wilkes County,Georgia
24,005,Baltimore County,Maryland
29,217,Vernon County,Missouri
34,025,Monmouth County,New Jersey
36,089,St. Lawrence County,New York
17,203,Woodford County,Illinois
39,161,Van Wert County,Ohio
13,179,Liberty County,Georgia
39,011,Auglaize County,Ohio
48,479,Webb County,Texas
13,215,Muscogee County,Georgia
13,265,Taliaferro County,Georgia
48,349,Navarro County,Texas
40,097,Mayes County,Oklahoma
02,282,Yakutat City and Borough,Alaska
72,047,Corozal Municipio,Puerto Rico
01,115,St. Clair County,Alabama
54,063,Monroe County,West Virginia
72,099,Moca Municipio,Puerto Rico
01,007,Bibb County,Alabama
23,025,Somerset County,Maine
21,039,Carlisle County,Kentucky
36,101,Steuben County,New York
16,015,Boise County,Idaho
28,163,Yazoo County,Mississippi
27,075,Lake County,Minnesota
05,081,Little River County,Arkansas
19,025,Calhoun County,Iowa
18,151,Steuben County,Indiana
01,005,Barbour County,Alabama
26,155,Shiawassee County,Michigan
06,103,Tehama County,California
20,131,Nemaha County,Kansas
28,063,Jefferson County,Mississippi
17,091,Kankakee County,Illinois
17,153,Pulaski County,Illinois
27,143,Sibley County,Minnesota
39,005,Ashland County,Ohio
37,081,Guilford County,North Carolina
42,003,Allegheny County,Pennsylvania
29,205,Shelby County,Missouri
48,205,Hartley County,Texas
51,041,Chesterfield County,Virginia
13,001,Appling County,Georgia
08,029,Delta County,Colorado
05,131,Sebastian County,Arkansas
37,169,Stokes County,North Carolina
37,177,Tyrrell County,North Carolina
51,187,Warren County,Virginia
27,009,Benton County,Minnesota
26,061,Houghton County,Michigan
54,025,Greenbrier County,West Virginia
30,037,Golden Valley County,Montana
01,043,Cullman County,Alabama
48,507,Zavala County,Texas
12,089,Nassau County,Florida
45,033,Dillon County,South Carolina
06,019,Fresno County,California
27,023,Chippewa County,Minnesota
54,001,Barbour County,West Virginia
37,135,Orange County,North Carolina
02,290,Yukon-Koyukuk Census Area,Alaska
54,083,Randolph County,West Virginia
54,107,Wood County,West Virginia
48,265,Kerr County,Texas
08,101,Pueblo County,Colorado
37,113,Macon County,North Carolina
53,009,Clallam County,Washington
28,093,Marshall County,Mississippi
